Location,TimeFrame,FOSTER_KIDS_PCT
Knott,2010,0.71
Knott,2011,0.92
Knott,2012,0.93
Knott,2013,0.97
Knott,2014,0.96
Knott,2015,0.92
Knott,2016,0.88
Knott,2017,0.46
Knott,2018,0.59
Knox,2003,0.48
Knox,2006,0.56
Knox,2007,0.58
Knox,2008,0.55
Knox,2009,0.45
Knox,2010,0.56
Knox,2011,0.29
Knox,2012,0.45
Knox,2013,0.68
Knox,2014,0.6
Knox,2015,0.68
Knox,2016,0.72
Knox,2017,0.67
Knox,2018,0.56
Larue,2003,0.82
Larue,2006,0.76
Larue,2007,0.63
Larue,2008,0.68
Larue,2009,0.86
Larue,2010,0.91
Larue,2011,0.83
Larue,2012,0.87
Larue,2013,0.79
Larue,2014,0.6
Larue,2015,0.63
Larue,2016,0.64
Larue,2017,0.7
Larue,2018,0.49
Laurel,2003,0.55
Laurel,2006,0.59
Laurel,2007,0.56
Laurel,2008,0.54
Laurel,2009,0.55
Laurel,2010,0.42
Laurel,2011,0.62
Laurel,2012,0.69
Laurel,2013,0.67
Laurel,2014,0.56
Laurel,2015,0.64
Laurel,2016,0.65
Laurel,2017,0.61
Laurel,2018,0.63
Lawrence,2003,0.65
Lawrence,2006,0.7
Lawrence,2007,0.71
Lawrence,2008,0.65
Lawrence,2009,0.69
Lawrence,2010,0.85
Lawrence,2011,0.7
Lawrence,2012,0.88
Lawrence,2013,0.85
Lawrence,2014,0.88
Lawrence,2015,0.73
Lawrence,2016,0.74
Lawrence,2017,0.71
Lawrence,2018,0.7
Lee,2003,0.3
Lee,2006,0.56
Lee,2007,0.35
Lee,2008,0.33
Lee,2009,0.8
Lee,2010,0.8
Lee,2011,0.53
Lee,2012,0.8
Lee,2013,0.5
Lee,2014,0.75
Lee,2015,0.5
Lee,2016,S
Lee,2017,0.94
Lee,2018,0.77
Leslie,2003,0.34
Leslie,2006,0.44
Leslie,2007,0.41
Leslie,2008,0.67
Leslie,2009,0.71
Leslie,2010,0.76
Leslie,2011,0.68
Leslie,2012,0.87
Leslie,2013,0.71
Leslie,2014,0.83
Leslie,2015,0.73
Leslie,2016,0.76
Leslie,2017,0.82
Leslie,2018,0.6
Letcher,2003,0.92
Letcher,2006,0.78
Letcher,2007,0.89
Letcher,2008,0.91
Letcher,2009,0.93
Letcher,2010,0.94
Letcher,2011,0.85
Letcher,2012,0.93
Letcher,2013,0.91
Letcher,2014,0.8
Letcher,2015,0.78
Letcher,2016,0.83
Letcher,2017,0.79
Letcher,2018,0.87
Lewis,2003,0.78
Lewis,2006,0.75
Lewis,2007,0.63
Lewis,2008,0.37
Lewis,2009,0.44
Lewis,2010,0.61
Lewis,2011,0.55
Lewis,2012,0.73
Lewis,2013,0.38
Lewis,2014,S
Lewis,2015,S
Lewis,2016,0.8
Lewis,2017,0.86
Lewis,2018,0.74
Lincoln,2003,0.42
Lincoln,2006,0.61
Lincoln,2007,0.61
Lincoln,2008,0.75
Lincoln,2009,0.7
Lincoln,2010,0.61
Lincoln,2011,0.52
Lincoln,2012,0.72
Lincoln,2013,0.81
Lincoln,2014,0.63
Lincoln,2015,0.74
Lincoln,2016,0.81
Lincoln,2017,0.7
Lincoln,2018,0.54
Livingston,2003,0.55
Livingston,2006,0.33
Livingston,2007,0.62
Livingston,2008,0.1
Livingston,2009,0.33
Livingston,2010,0.83
Livingston,2011,0.5
Livingston,2012,0.56
Livingston,2013,0.44
Livingston,2014,S
Livingston,2015,0
Livingston,2016,S
Livingston,2017,0.47
Livingston,2018,0.41
Logan,2003,0.85
Logan,2006,0.69
Logan,2007,0.72
Logan,2008,0.84
Logan,2009,0.81
Logan,2010,0.81
Logan,2011,0.78
Logan,2012,0.89
Logan,2013,0.89
Logan,2014,0.91
Logan,2015,0.85
Logan,2016,0.79
Logan,2017,0.69
Logan,2018,0.67
Lyon,2003,0.5
Lyon,2006,0.56
Lyon,2007,0.67
Lyon,2008,0.46
Lyon,2009,0.46
Lyon,2010,0.63
Lyon,2011,0.63
Lyon,2012,0.46
Lyon,2013,0.48
Lyon,2014,0.38
Lyon,2015,0.41
Lyon,2016,0.44
Lyon,2017,0.41
Lyon,2018,0.36
McCracken,2003,0.64
McCracken,2006,0.59
McCracken,2007,0.65
McCracken,2008,0.69
McCracken,2009,0.7
McCracken,2010,0.81
McCracken,2011,0.61
McCracken,2012,0.68
McCracken,2013,0.64
McCracken,2014,0.56
McCracken,2015,0.62
McCracken,2016,0.57
McCracken,2017,0.52
McCracken,2018,0.54
McCreary,2003,0.54
McCreary,2006,0.52
McCreary,2007,0.51
McCreary,2008,0.55
McCreary,2009,0.54
McCreary,2010,0.67
McCreary,2011,0.64
McCreary,2012,0.69
McCreary,2013,0.6
McCreary,2014,0.59
McCreary,2015,0.52
McCreary,2016,0.45
McCreary,2017,0.54
McCreary,2018,0.62
McLean,2003,0.55
McLean,2006,0.85
McLean,2007,0.42
McLean,2008,0.67
McLean,2009,0.75
McLean,2010,0.64
McLean,2011,0.8
McLean,2012,0.7
McLean,2013,0.5
McLean,2014,0.7
McLean,2015,S
McLean,2016,0.63
McLean,2017,0.79
McLean,2018,0.43
Madison,2003,0.66
Madison,2006,0.58
Madison,2007,0.59
Madison,2008,0.64
Madison,2009,0.75
Madison,2010,0.75
Madison,2011,0.74
Madison,2012,0.79
Madison,2013,0.78
Madison,2014,0.79
Madison,2015,0.79
Madison,2016,0.75
Madison,2017,0.73
Madison,2018,0.65
Magoffin,2003,0.88
Magoffin,2006,0.91
Magoffin,2007,0.8
Magoffin,2008,0.75
Magoffin,2009,0.75
Magoffin,2010,0.77
Magoffin,2011,0.82
Magoffin,2012,0.89
Magoffin,2013,0.8
Magoffin,2014,0.83
Magoffin,2015,0.74
Magoffin,2016,0.87
Magoffin,2017,0.89
Magoffin,2018,0.91
Marion,2003,0.92
Marion,2006,0.75
Marion,2007,0.75
Marion,2008,0.72
Marion,2009,0.81
Marion,2010,0.89
Marion,2011,0.85
Marion,2012,0.67
Marion,2013,0.62
Marion,2014,0.75
Marion,2015,0.8
Marion,2016,0.74
Marion,2017,0.72
Marion,2018,0.87
Marshall,2003,0.66
Marshall,2006,0.72
Marshall,2007,0.77
Marshall,2008,0.71
Marshall,2009,0.68
Marshall,2010,0.72
Marshall,2011,0.64
Marshall,2012,0.76
Marshall,2013,0.72
Marshall,2014,0.63
Marshall,2015,0.59
Marshall,2016,0.62
Marshall,2017,0.42
Marshall,2018,0.48
Martin,2003,0.87
Martin,2006,0.83
Martin,2007,0.88
Martin,2008,0.9
Martin,2009,0.88
Martin,2010,0.83
Martin,2011,0.84
Martin,2012,0.76
Martin,2013,0.73
Martin,2014,0.75
Martin,2015,0.73
Martin,2016,0.67
Martin,2017,0.6
Martin,2018,0.71
Mason,2003,0.62
Mason,2006,0.78
Mason,2007,0.74
Mason,2008,0.71
Mason,2009,0.75
Mason,2010,0.91
Mason,2011,0.75
Mason,2012,0.87
Mason,2013,0.91
Mason,2014,0.84
Mason,2015,0.75
Mason,2016,0.85
Mason,2017,0.71
Mason,2018,0.6
Meade,2003,0.68
Meade,2006,0.65
Meade,2007,0.56
Meade,2008,0.61
Meade,2009,0.65
Meade,2010,0.72
Meade,2011,0.59
Meade,2012,0.69
Meade,2013,0.7
Meade,2014,0.64
Meade,2015,0.63
Meade,2016,0.62
Meade,2017,0.49
Meade,2018,0.46
Menifee,2003,0.96
Menifee,2006,1
Menifee,2007,0.81
Menifee,2008,0.86
Menifee,2009,0.92
Menifee,2010,0.72
Menifee,2011,0.78
Menifee,2012,1
Menifee,2013,0.88
Menifee,2014,0.92
Menifee,2015,0.76
Menifee,2016,0.62
Menifee,2017,0.59
Menifee,2018,0.5
Mercer,2003,0.6
Mercer,2006,0.49
Mercer,2007,0.56
Mercer,2008,0.64
Mercer,2009,0.63
Mercer,2010,0.55
Mercer,2011,0.53
Mercer,2012,0.6
Mercer,2013,0.48
Mercer,2014,0.59
Mercer,2015,0.59
Mercer,2016,0.65
Mercer,2017,0.49
Mercer,2018,0.72
Metcalfe,2003,1
Metcalfe,2006,0.84
Metcalfe,2007,0.93
Metcalfe,2008,0.87
Metcalfe,2009,0.6
Metcalfe,2010,0.96
Metcalfe,2011,0.82
Metcalfe,2012,0.96
Metcalfe,2013,0.92
Metcalfe,2014,0.92
Metcalfe,2015,0.85
Metcalfe,2016,0.73
Metcalfe,2017,0.78
Metcalfe,2018,0.7
Monroe,2003,0.9
Monroe,2006,0.93
Monroe,2007,0.85
Monroe,2008,0.91
Monroe,2009,0.9
Monroe,2010,0.85
Monroe,2011,0.9
Monroe,2012,0.77
Monroe,2013,0.75
Monroe,2014,1
Monroe,2015,0.95
Monroe,2016,1
Monroe,2017,0.97
Monroe,2018,0.83
Montgomery,2003,0.77
Montgomery,2006,0.74
Montgomery,2007,0.81
Montgomery,2008,0.81
Montgomery,2009,0.88
Montgomery,2010,0.88
Montgomery,2011,0.79
Montgomery,2012,0.73
Montgomery,2013,0.76
Montgomery,2014,0.78
Montgomery,2015,0.68
Montgomery,2016,0.72
Montgomery,2017,0.83
Montgomery,2018,0.62
Morgan,2003,0.97
Morgan,2006,0.7
Morgan,2007,0.74
Morgan,2008,0.71
Morgan,2009,0.77
Morgan,2010,0.9
Morgan,2011,0.25
Morgan,2012,0.38
Morgan,2013,0.25
Morgan,2014,0.74
Morgan,2015,0.83
Morgan,2016,0.87
Morgan,2017,0.87
Morgan,2018,0.62
Muhlenberg,2003,0.61
Muhlenberg,2006,0.86
Muhlenberg,2007,0.73
Muhlenberg,2008,0.85
Muhlenberg,2009,0.93
Muhlenberg,2010,0.82
Muhlenberg,2011,0.69
Muhlenberg,2012,0.58
Muhlenberg,2013,0.92
Muhlenberg,2014,0.81
Muhlenberg,2015,0.63
Muhlenberg,2016,0.71
Muhlenberg,2017,0.49
Muhlenberg,2018,0.53
Nelson,2003,0.87
Nelson,2006,0.85
Nelson,2007,0.58
Nelson,2008,0.67
Nelson,2009,0.65
Nelson,2010,0.82
Nelson,2011,0.75
Nelson,2012,0.79
Nelson,2013,0.84
Nelson,2014,0.74
Nelson,2015,0.66
Nelson,2016,0.59
Nelson,2017,0.63
Nelson,2018,0.77
Nicholas,2003,0.6
Nicholas,2006,0.25
Nicholas,2007,0.2
Nicholas,2008,0.25
Nicholas,2009,0.5
Nicholas,2010,0.67
Nicholas,2011,0.5
Nicholas,2012,0.86
Nicholas,2013,0.85
Nicholas,2014,0.4
Nicholas,2015,0.68
Nicholas,2016,0.7
Nicholas,2017,0.72
Nicholas,2018,S
Ohio,2003,0.67
Ohio,2006,0.72
Ohio,2007,0.72
Ohio,2008,0.75
Ohio,2009,0.85
Ohio,2010,0.81
Ohio,2011,0.72
Ohio,2012,0.66
Ohio,2013,0.74
Ohio,2014,0.67
Ohio,2015,0.66
Ohio,2016,0.63
Ohio,2017,0.56
Ohio,2018,0.55
Oldham,2003,0.37
Oldham,2006,0.26
Oldham,2007,0.36
Oldham,2008,0.31
Oldham,2009,0.49
Oldham,2010,0.65
Oldham,2011,0.69
Oldham,2012,0.76
Oldham,2013,0.72
Oldham,2014,0.65
Oldham,2015,0.66
Oldham,2016,0.62
Oldham,2017,0.5
Oldham,2018,0.48
Owen,2003,0.64
Owen,2006,0.87
Owen,2007,0.33
Owen,2008,0.43
Owen,2009,1
Owen,2010,0.83
Owen,2011,0.62
Owen,2012,0.69
Owen,2013,0.54
Owen,2014,0.55
Owen,2015,0.62
Owen,2016,0.55
Owen,2017,0.52
Owen,2018,0.5
Owsley,2003,0
Owsley,2006,0.31
Owsley,2007,0.42
Owsley,2008,0.49
Owsley,2009,0.53
Owsley,2010,0.54
Owsley,2011,0.77
Owsley,2012,0.58
Owsley,2013,0.54
Owsley,2014,0.47
Owsley,2015,0.68
Owsley,2016,0.73
Owsley,2017,0.74
Owsley,2018,0.65
Pendleton,2003,0.49
Pendleton,2006,0.55
Pendleton,2007,0.17
Pendleton,2008,0.12
Pendleton,2009,0.45
Pendleton,2010,0.38
Pendleton,2011,0.44
Pendleton,2012,0.56
Pendleton,2013,0.69
Pendleton,2014,0.45
Pendleton,2015,0.48
Pendleton,2016,0.64
Pendleton,2017,0.47
Pendleton,2018,0.52
Perry,2003,0.71
Perry,2006,0.78
Perry,2007,0.7
Perry,2008,0.77
Perry,2009,0.78
Perry,2010,0.84
Perry,2011,0.82
Perry,2012,0.87
Perry,2013,0.88
Perry,2014,0.85
Perry,2015,0.8
Perry,2016,0.85
Perry,2017,0.84
Perry,2018,0.73
Pike,2003,0.91
Pike,2006,0.74
Pike,2007,0.83
Pike,2008,0.83
Pike,2009,0.76
Pike,2010,0.86
Pike,2011,0.78
Pike,2012,0.88
Pike,2013,0.89
Pike,2014,0.83
Pike,2015,0.86
Pike,2016,0.82
Pike,2017,0.89
Pike,2018,0.83
Powell,2003,0.47
Powell,2006,0.74
Powell,2007,0.8
Powell,2008,0.83
Powell,2009,0.75
Powell,2010,0.81
Powell,2011,0.76
Powell,2012,0.81
Powell,2013,0.81
Powell,2014,0.63
Powell,2015,0.63
Powell,2016,0.69
Powell,2017,0.65
Powell,2018,0.62
Pulaski,2003,0.61
Pulaski,2006,0.41
Pulaski,2007,0.49
Pulaski,2008,0.6
Pulaski,2009,0.57
Pulaski,2010,0.56
Pulaski,2011,0.7
Pulaski,2012,0.68
Pulaski,2013,0.62
Pulaski,2014,0.72
Pulaski,2015,0.69
Pulaski,2016,0.58
Pulaski,2017,0.58
Pulaski,2018,0.59
Robertson,2003,1
Robertson,2006,0.85
Robertson,2007,0.79
Robertson,2008,**
Robertson,2009,0.89
Robertson,2010,0.77
Robertson,2011,0.73
Robertson,2012,0.83
Robertson,2013,0.82
Robertson,2014,0.89
Robertson,2015,S
Robertson,2016,0
Robertson,2017,S
Robertson,2018,S
Rockcastle,2003,0.4
Rockcastle,2006,0.43
Rockcastle,2007,0.5
Rockcastle,2008,0.56
Rockcastle,2009,0.58
Rockcastle,2010,0.54
Rockcastle,2011,0.44
Rockcastle,2012,0.61
Rockcastle,2013,0.71
Rockcastle,2014,0.6
Rockcastle,2015,0.8
Rockcastle,2016,0.8
Rockcastle,2017,0.73
Rockcastle,2018,0.59
Rowan,2003,0.82
Rowan,2006,0.8
Rowan,2007,0.82
Rowan,2008,0.81
Rowan,2009,0.81
Rowan,2010,0.85
Rowan,2011,0.75
Rowan,2012,0.79
Rowan,2013,0.84
Rowan,2014,0.79
Rowan,2015,0.81
Rowan,2016,0.85
Rowan,2017,0.84
Rowan,2018,0.81
Russell,2003,0.79
Russell,2006,0.85
Russell,2007,0.76
Russell,2008,0.89
Russell,2009,0.92
Russell,2010,0.96
Russell,2011,0.93
Russell,2012,0.81
Russell,2013,0.76
Russell,2014,0.83
Russell,2015,0.85
Russell,2016,0.75
Russell,2017,0.76
Russell,2018,0.62
Scott,2003,0.56
Scott,2006,0.61
Scott,2007,0.61
Scott,2008,0.75
Scott,2009,0.87
Scott,2010,0.84
Scott,2011,0.81
Scott,2012,0.78
Scott,2013,0.75
Scott,2014,0.8
Scott,2015,0.79
Scott,2016,0.78
Scott,2017,0.7
Scott,2018,0.54
Shelby,2003,0.79
Shelby,2006,0.65
Shelby,2007,0.7
Shelby,2008,0.7
Shelby,2009,0.7
Shelby,2010,0.77
Shelby,2011,0.75
Shelby,2012,0.69
Shelby,2013,0.7
Shelby,2014,0.65
Shelby,2015,0.62
Shelby,2016,0.55
Shelby,2017,0.46
Shelby,2018,0.57
Simpson,2003,0.88
Simpson,2006,0.84
Simpson,2007,0.84
Simpson,2008,0.89
Simpson,2009,0.93
Simpson,2010,0.98
Simpson,2011,0.93
Simpson,2012,0.98
Simpson,2013,0.9
Simpson,2014,0.89
Simpson,2015,0.88
Simpson,2016,0.86
Simpson,2017,0.74
Simpson,2018,0.67
Spencer,2003,0.33
Spencer,2006,0.25
Spencer,2007,0.48
Spencer,2008,0.56
Spencer,2009,0.5
Spencer,2010,0.48
Spencer,2011,0.53
Spencer,2012,0.7
Spencer,2013,0.74
Spencer,2014,0.48
Spencer,2015,0.7
Spencer,2016,0.73
Spencer,2017,0.65
Spencer,2018,0.51
Taylor,2003,0.89
Taylor,2006,0.64
Taylor,2007,0.8
Taylor,2008,0.84
Taylor,2009,0.84
Taylor,2010,0.84
Taylor,2011,0.87
Taylor,2012,0.8
Taylor,2013,0.78
Taylor,2014,0.81
Taylor,2015,0.73
Taylor,2016,0.71
Taylor,2017,0.75
Taylor,2018,0.54
Todd,2003,0.56
Todd,2006,0.46
Todd,2007,0.61
Todd,2008,0.54
Todd,2009,0.65
Todd,2010,0.58
Todd,2011,0.86
Todd,2012,0.76
Todd,2013,0.72
Todd,2014,0.44
Todd,2015,0.56
Todd,2016,0.6
Todd,2017,0.72
Todd,2018,0.71
Trigg,2003,0.47
Trigg,2006,0.56
Trigg,2007,0.84
Trigg,2008,0.9
Trigg,2009,0.82
Trigg,2010,0.77
Trigg,2011,0.75
Trigg,2012,0.81
Trigg,2013,0.61
Trigg,2014,0.62
Trigg,2015,0.56
Trigg,2016,0.59
Trigg,2017,0.48
Trigg,2018,0.6
Trimble,2003,0.36
Trimble,2006,0.44
Trimble,2007,0.47
Trimble,2008,0.7
Trimble,2009,0.93
Trimble,2010,0.84
Trimble,2011,0.79
Trimble,2012,0.68
Trimble,2013,0.69
Trimble,2014,S
Trimble,2015,0.81
Trimble,2016,0.68
Trimble,2017,0.5
Trimble,2018,0.22
Union,2003,0.62
Union,2006,0.48
Union,2007,0.58
Union,2008,0.78
Union,2009,0.9
Union,2010,0.88
Union,2011,0.88
Union,2012,0.85
Union,2013,0.84
Union,2014,0.67
Union,2015,0.69
Union,2016,0.59
Union,2017,0.69
Union,2018,0.59
Warren,2003,0.84
Warren,2006,0.78
Warren,2007,0.78
Warren,2008,0.78
Warren,2009,0.83
Warren,2010,0.89
Warren,2011,0.84
Warren,2012,0.82
Warren,2013,0.85
Warren,2014,0.82
Warren,2015,0.77
Warren,2016,0.73
Warren,2017,0.69
Warren,2018,0.73
Washington,2003,1
Washington,2006,0.81
Washington,2007,1
Washington,2008,0.35
Washington,2009,0.71
Washington,2010,0.94
Washington,2011,0.77
Washington,2012,0.91
Washington,2013,0.85
Washington,2014,0.8
Washington,2015,0.7
Washington,2016,0.72
Washington,2017,0.85
Washington,2018,0.67
Wayne,2003,0.76
Wayne,2006,0.87
Wayne,2007,0.89
Wayne,2008,0.57
Wayne,2009,0.74
Wayne,2010,0.88
Wayne,2011,0.67
Wayne,2012,0.68
Wayne,2013,0.5
Wayne,2014,0.56
Wayne,2015,0.56
Wayne,2016,0.61
Wayne,2017,0.68
Wayne,2018,0.47
Webster,2003,0.55
Webster,2006,0.83
Webster,2007,0.89
Webster,2008,0.63
Webster,2009,0.67
Webster,2010,0.9
Webster,2011,0.38
Webster,2012,0.5
Webster,2013,0.65
Webster,2014,0.69
Webster,2015,0.73
Webster,2016,0.64
Webster,2017,0.4
Webster,2018,0.65
Whitley,2003,0.67
Whitley,2006,0.64
Whitley,2007,0.62
Whitley,2008,0.5
Whitley,2009,0.47
Whitley,2010,0.66
Whitley,2011,0.57
Whitley,2012,0.59
Whitley,2013,0.6
Whitley,2014,0.6
Whitley,2015,0.45
Whitley,2016,0.45
Whitley,2017,0.57
Whitley,2018,0.64
Wolfe,2003,0.91
Wolfe,2006,0.92
Wolfe,2007,0.64
Wolfe,2008,0.66
Wolfe,2009,0.73
Wolfe,2010,0.72
Wolfe,2011,0.95
Wolfe,2012,0.9
Wolfe,2013,0.8
Wolfe,2014,0.78
Wolfe,2015,S
Wolfe,2016,S
Wolfe,2017,0.89
Wolfe,2018,0.52
Woodford,2003,0.59
Woodford,2006,0.49
Woodford,2007,0.52
Woodford,2008,0.38
Woodford,2009,0.61
Woodford,2010,0.51
Woodford,2011,0.69
Woodford,2012,0.56
Woodford,2013,0.65
Woodford,2014,0.58
Woodford,2015,0.67
Woodford,2016,0.7
Woodford,2017,0.56
Woodford,2018,0.53